"Pokemon","Fast Move","Charged Move","DPS","TDO","ER","CP"
"Hisuian Arcanine","Rock Smash","Flamethrower","12.617","364.1","29.24","3145"
"Necrozma","Psycho Cut","Iron Head","12.617","430.3","30.49","3682"
"Shadow Wailord","Water Gun","Hyper Beam","12.616","269.4","27.12","2280"
"Minior (Core)","Rollout","Acrobatics","12.615","217.3","25.7","2292"
"Shadow Abomasnow","Razor Leaf","Energy Ball","12.615","280.2","27.39","2362"
"Crawdaunt","Waterfall","Bubble Beam","12.614","240.5","26.36","2474"
"Venusaur","Razor Leaf","Solar Beam","12.614","366.1","29.28","2720"
"Shadow Nidoking","Iron Tail","Sludge Wave","12.613","256.9","26.8","2567"
"Shadow Walrein","Waterfall","Earthquake","12.613","358","29.11","2726"
"Wishiwashi (School Form)","Iron Tail","Brine","12.613","321.7","28.34","3232"
"Crawdaunt","Waterfall","Night Slash","12.611","240.5","26.35","2474"
"Shadow Hippowdon","Fire Fang","Body Slam","12.611","381.6","29.58","3085"
"Necrozma","Psycho Cut","Dark Pulse","12.61","430","30.47","3682"
"Hatterene","Confusion","Psybeam","12.609","282.7","27.44","2829"
"Abomasnow","Leafage","Weather Ball Ice","12.607","336","28.65","2362"
"Shadow Seadra","Dragon Breath","Hydro Pump","12.607","200.7","25.18","2093"
"Arceus","Shadow Claw","Future Sight","12.606","555.5","32.48","3982"
"Glastrier","Take Down","Avalanche","12.605","499.7","31.63","3895"
"Shadow Sceptile","Fury Cutter","Aerial Ace","12.605","250.8","26.62","2757"
"Zebstrika","Low Kick","Discharge","12.604","258.9","26.83","2428"
"Shadow Girafarig","Confusion","Trailblaze","12.603","201.7","25.21","2046"
"Gyarados","Waterfall","Dragon Pulse","12.602","406","30.02","3391"
"Cacturne","Poison Jab","Return","12.601","212.6","25.54","2298"
"Shadow Mawile","Fairy Wind","Play Rough","12.598","172.8","24.24","1634"
"Accelgor","Infestation","Signal Beam","12.597","241.9","26.37","2441"
"Entei","Fire Fang","Flame Charge","12.596","432.5","30.49","3473"
"Shadow Regirock","Rock Throw","Earthquake","12.595","483.8","31.36","3122"
"Zacian - Hero of Many Battles","Snarl","Iron Head","12.595","454.1","30.86","3829"
"Zamazenta - Hero of Many Battles","Snarl","Iron Head","12.595","454.1","30.86","3829"
"Talonflame","Incinerate","Fly","12.594","298.6","27.79","2205"
"Shadow Mismagius","Hex","Dark Pulse","12.591","250","26.58","2615"
"Zekrom","Charge Beam","Crunch","12.591","434.5","30.52","4038"
"Tangrowth","Vine Whip","Sludge Bomb","12.59","417.3","30.21","3030"
"Shadow Nidoqueen","Bite","Earthquake","12.588","303.8","27.9","2488"
"Hitmonlee","Low Kick","Return","12.587","260.2","26.84","2576"
"Overqwil","Poison Sting","Dark Pulse","12.587","346.1","28.82","2946"
"Duosion","Zen Headbutt","Psyshock","12.586","183.5","24.59","2018"
"Meowscarada","Charm","Play Rough","12.586","290.5","27.59","2825"
"Hitmonlee","Low Kick","Blaze Kick","12.585","260.2","26.84","2576"
"Mr. Mime","Psywave","Psychic","12.585","259.4","26.81","2228"
"Shadow Swampert","Water Gun","Sludge Wave","12.585","331.9","28.52","2974"
"Avalugg","Ice Fang","Avalanche","12.584","514.4","31.82","3198"
"Kilowattrel","Air Slash","Acrobatics","12.584","240.1","26.3","2443"
"Shadow Magnemite","Thunder Shock","Discharge","12.583","106.9","21.48","1362"
"Zamazenta - Crowned Shield","Snarl","Close Combat","12.583","536.8","32.16","3809"
"Shadow Lapras","Water Gun","Ice Beam","12.578","401.4","29.9","2641"
"Shadow Lapras","Ice Shard","Surf","12.577","401.4","29.89","2641"
"Mega Abomasnow","Powder Snow","Energy Ball","12.576","399.1","29.85","3405"
"Shadow Skarmory","Steel Wing","Brave Bird","12.576","312","28.07","2108"
"Lycanroc (Midnight Form)","Rock Throw","Trailblaze","12.575","310.4","28.03","2744"
"Shadow Donphan","Tackle","Body Slam","12.574","322.9","28.31","3013"
"Gogoat","Zen Headbutt","Leaf Blade","12.573","393.3","29.74","2798"
"Hippowdon","Sand Attack","Earthquake","12.573","456.5","30.86","3085"
"Latias","Zen Headbutt","Return","12.572","466.8","31.04","3510"
"Galarian Rapidash","Low Kick","Play Rough","12.571","274.9","27.18","2461"
"Nidoking","Poison Jab","Return","12.57","307.3","27.95","2567"
"Tsareena","Razor Leaf","Energy Ball","12.57","349.9","28.87","2964"
"Donphan","Mud Slap","Play Rough","12.569","387.3","29.61","3013"
"Shadow Duosion","Zen Headbutt","Thunder","12.569","152.7","23.46","2018"
"Shadow Meganium","Vine Whip","Petal Blizzard","12.568","323.3","28.3","2410"
"Bruxish","Confusion","Aqua Tail","12.567","256.7","26.72","2389"
"Empoleon","Steel Wing","Blizzard","12.567","371.6","29.31","2900"
"Sneasler","Rock Smash","Aerial Ace","12.565","309.3","27.99","3222"
"Shadow Snorlax","Lick","Earthquake","12.564","461.2","30.93","3225"
"Ninjask","Fury Cutter","Shadow Ball","12.562","189.3","24.75","1969"
"Scyther","Air Slash","X-Scissor","12.562","301.6","27.81","2706"
"Shadow Hippowdon","Sand Attack","Stone Edge","12.562","380.1","29.46","3085"
"Mew","Waterfall","Psychic","12.561","470.7","31.08","3265"
"Togekiss","Charm","Flamethrower","12.561","430.8","30.4","3332"
"Gallade","Charm","Return","12.56","336.8","28.58","3093"
"Terrakion","Zen Headbutt","Earthquake","12.56","404.1","29.91","3698"
"Zamazenta - Crowned Shield","Quick Attack","Iron Head","12.56","535.9","32.1","3809"
"Carracosta","Rock Throw","Surf","12.557","358.4","29.02","2621"
"Shadow Mightyena","Bite","Play Rough","12.557","199.6","25.07","1926"
"Barraskewda","Bite","Crunch","12.555","211.6","25.44","2656"
"Heliolisk","Quick Attack","Breaking Swipe","12.555","275.8","27.18","2600"
"Shadow Electrode","Tackle","Discharge","12.555","232.1","26.03","2099"
"Shadow Golduck","Water Gun","Ice Beam","12.555","263.5","26.87","2450"
"Hippowdon","Fire Fang","Earth Power","12.554","455.8","30.82","3085"
"Kingdra","Water Gun","Outrage","12.554","356.9","28.99","2641"
"Shadow Magnemite","Spark","Thunderbolt","12.552","106.6","21.43","1362"
"Kleavor","Air Slash","Stone Edge","12.551","307.8","27.93","3146"
"Kabutops","Waterfall","Stone Edge","12.55","297.6","27.69","2713"
"Shadow Hitmonchan","Counter","Thunder Punch","12.55","233.9","26.08","2332"
"Charizard","Air Slash","Fire Blast","12.549","329.1","28.4","2889"
"Lucario","Bullet Punch","Flash Cannon","12.549","258.9","26.75","2703"
"Shadow Luxio","Bite","Thunderbolt","12.549","135.7","22.76","1486"
"Ceruledge","Incinerate","Heat Wave","12.548","348.2","28.8","3172"
"Machoke","Karate Chop","Dynamic Punch","12.548","249.9","26.51","2031"
"Shadow Bellsprout","Acid","Sludge Bomb","12.547","83.8","20.17","1033"
"Shadow Swanna","Air Slash","Hurricane","12.546","209","25.35","2088"
"Chandelure","Hex","Energy Ball","12.545","291.6","27.54","3268"
"Magneton","Spark","Return","12.545","243.5","26.33","2485"
"Simipour","Bite","Surf","12.545","252.5","26.57","2350"
"Copperajah","Tackle","Play Rough","12.543","341.2","28.65","2980"
"Luxray","Spark","Hyper Beam","12.542","305.1","27.86","2888"
"Victreebel","Acid","Return","12.542","267.6","26.96","2431"
"Hippowdon","Thunder Fang","Earth Power","12.541","455.4","30.79","3085"
"Noivern","Air Slash","Draco Meteor","12.541","352.2","28.87","2764"
"Sneasler","Shadow Claw","Aerial Ace","12.54","308.6","27.93","3222"
"Zygarde (Complete Forme)","Dragon Tail","Outrage","12.54","780.5","35.22","3722"
"Scolipede","Poison Jab","Megahorn","12.539","281.1","27.28","2447"
"Lurantis","Fury Cutter","Leaf Storm","12.535","299.3","27.71","2398"
"Revavroom","Lick","Gyro Ball","12.535","326.3","28.31","2951"
"Buzzwole","Counter","Lunge","12.534","426","30.26","3469"
"Shadow Kabutops","Rock Smash","Water Pulse","12.534","247.7","26.43","2713"
"Braviary","Steel Wing","Rock Slide","12.532","348.6","28.78","3088"
"Arcanine","Thunder Fang","Fire Blast","12.53","349.4","28.79","3029"
"Celesteela","Air Slash","Heavy Slam","12.529","435.4","30.42","3102"
"Scizor","Fury Cutter","Trailblaze","12.529","318.7","28.14","3001"
"Shadow Kabutops","Mud Shot","Water Pulse","12.528","247.6","26.41","2713"
"Mr. Mime","Confusion","Psychic","12.526","258.2","26.69","2228"
"Shadow Amoonguss","Astonish","Grass Knot","12.526","294.5","27.58","2140"
"Typhlosion","Shadow Claw","Return","12.526","328.5","28.35","2889"
"Victreebel","Razor Leaf","Return","12.526","267.3","26.92","2431"
"Zygarde (50% Forme)","Bite","Outrage","12.526","545.4","32.18","3410"
"Shadow Blastoise","Water Gun","Hydro Pump","12.525","326.4","28.3","2466"
"Ursaring","Shadow Claw","Trailblaze","12.525","306.8","27.87","2945"
"Omastar","Water Gun","Rock Slide","12.524","351.1","28.82","2786"
"Shadow Magnemite","Thunder Shock","Magnet Bomb","12.524","106.4","21.38","1362"
"Simisage","Bite","Solar Beam","12.524","252.1","26.53","2350"
"Shadow Gloom","Razor Leaf","Sludge Bomb","12.522","185.9","24.58","1681"
"Beartic","Powder Snow","Play Rough","12.521","335.2","28.48","3042"
"Mega Camerupt","Rock Smash","Solar Beam","12.521","321.7","28.19","3220"
"Empoleon","Steel Wing","Flash Cannon","12.517","370.1","29.19","2900"
"Ribombee","Fairy Wind","Bug Buzz","12.517","237.7","26.13","2200"
"Shadow Lapras","Water Gun","Hydro Pump","12.517","399.5","29.75","2641"
"Salazzle","Incinerate","Sludge Wave","12.516","231.7","25.96","2479"
"Shadow Ninetales","Ember","Overheat","12.516","284.9","27.34","2279"
"Ampharos","Charge Beam","Brutal Swing","12.515","354.8","28.88","2852"
"Arboliva","Magical Leaf","Energy Ball","12.51","356","28.89","2959"
"Heatmor","Lick","Flamethrower","12.508","266.2","26.87","2395"
"Kingdra","Waterfall","Outrage","12.508","355.6","28.88","2641"
"Shadow Milotic","Dragon Tail","Blizzard","12.508","391","29.58","3005"
"Empoleon","Steel Wing","Drill Peck","12.507","369.8","29.17","2900"
"Meowscarada","Charm","Energy Ball","12.507","288.7","27.41","2825"
"Roserade","Bullet Seed","Dazzling Gleam","12.507","295.1","27.56","2971"
"Shadow Politoed","Mud Shot","Surf","12.507","311.5","27.94","2449"
"Shadow Regirock","Rock Throw","Zap Cannon","12.506","480.4","31.13","3122"
"Jynx","Confusion","Focus Blast","12.505","256.4","26.61","2555"
"Shadow Mightyena","Bite","Crunch","12.505","198.8","24.97","1926"
"Hisuian Qwilfish","Poison Jab","Sludge Bomb","12.504","256.4","26.61","2136"
"Shadow Nidoking","Iron Tail","Megahorn","12.504","254.7","26.57","2567"
"Mega Pinsir","Bug Bite","Vise Grip","12.503","379.9","29.36","4182"
"Samurott","Fury Cutter","Liquidation","12.502","344.7","28.65","2826"
"Wyrdeer","Tackle","Wild Charge","12.502","340.1","28.55","2732"
"Calyrex - Ice Rider","Take Down","Psyshock","12.501","498.1","31.41","4235"
"Magnezone","Charge Beam","Return","12.501","356.9","28.9","3205"
"Electivire","Thunder Shock","Ice Punch","12.497","302.6","27.72","3079"
"Galarian Slowbro","Poison Jab","Psychic","12.496","342.6","28.59","2445"
"Shadow Magnemite","Spark","Discharge","12.495","106.1","21.33","1362"
"Electivire","Low Kick","Thunder","12.494","302.5","27.71","3079"
"Shadow Cloyster","Ice Shard","Hydro Pump","12.494","297.6","27.6","2547"
"Shadow Alolan Marowak","Fire Spin","Shadow Ball","12.492","246.9","26.34","1835"
"Solgaleo","Fire Spin","Psychic Fangs","12.492","498.2","31.39","4042"
"Gigalith","Smack Down","Superpower","12.491","398.8","29.69","3228"
"Shadow Machoke","Karate Chop","Submission","12.491","207.3","25.21","2031"
"Galarian Slowbro","Poison Jab","Sludge Bomb","12.486","342.3","28.57","2445"
"Galvantula","Volt Switch","Bug Buzz","12.486","231.7","25.91","2206"
"Hisuian Arcanine","Rock Smash","Wild Charge","12.486","360.3","28.94","3145"
"Falinks","Counter","Superpower","12.483","285.3","27.29","2357"
"Shadow Arbok","Acid","Gunk Shot","12.482","206.2","25.16","1921"
"Weepinbell","Acid","Power Whip","12.481","165","23.8","1611"
"Infernape","Rock Smash","Return","12.479","284.6","27.27","2683"
"Machamp","Karate Chop","Payback","12.479","334.5","28.4","3056"
"Aurorus","Frost Breath","Weather Ball Ice","12.477","431.6","30.26","2802"
"Beartic","Charm","Surf","12.476","334","28.38","3042"
"Mew","Struggle Bug","Psychic","12.473","467.4","30.86","3265"
"Morpeko","Thunder Shock","Thunderbolt","12.473","195.4","24.81","1942"
"Shadow Tranquill","Air Slash","Sky Attack","12.472","152.2","23.31","1442"
"Arcanine","Thunder Fang","Scorching Sands","12.471","347.8","28.66","3029"
"Mega Abomasnow","Powder Snow","Return","12.47","395.8","29.6","3405"
"Shadow Marshtomp","Water Gun","Surf","12.47","199.6","24.94","1776"
"Xerneas","Tackle","Megahorn","12.47","451.7","30.59","3781"
"Zacian - Hero of Many Battles","Snarl","Close Combat","12.468","449.6","30.55","3829"
"Cacturne","Sand Attack","Return","12.467","210.3","25.27","2298"
"Luxray","Snarl","Hyper Beam","12.467","303.3","27.69","2888"
"Barraskewda","Bite","Close Combat","12.463","210","25.25","2656"
"Shadow Lapras","Frost Breath","Ice Beam","12.463","397.8","29.62","2641"
"Swellow","Wing Attack","Brave Bird","12.463","204.4","25.08","1920"
"Simipour","Water Gun","Hydro Pump","12.462","250.9","26.4","2350"
"Sneasel","Feint Attack","Triple Axel","12.461","224.2","25.66","2051"
"Weavile","Ice Shard","Focus Blast","12.46","300.8","27.62","3005"
"Shadow Hitmonchan","Bullet Punch","Power-Up Punch","12.459","232.2","25.89","2332"
"Shadow Scyther","Fury Cutter","Night Slash","12.459","249.3","26.35","2706"
"Mimikyu","Shadow Claw","Shadow Ball","12.457","297.8","27.55","2225"
"Shadow Mismagius","Sucker Punch","Dark Pulse","12.457","247.4","26.3","2615"
"Shadow Tentacruel","Acid","Hydro Pump","12.457","330.8","28.28","2422"
"Virizion","Quick Attack","Leaf Blade","12.457","472.5","30.91","3022"
"Scyther","Air Slash","Return","12.456","299","27.57","2706"
"Sceptile","Fury Cutter","Return","12.455","297.4","27.53","2757"
"Shadow Watchog","Bite","Hyper Fang","12.455","188.6","24.57","1819"
"Manectric","Snarl","Return","12.453","229.5","25.8","2340"
"Ursaluna","Tackle","Ice Punch","12.453","494.6","31.26","3854"
"Shadow Alolan Graveler","Volt Switch","Thunderbolt","12.451","207.5","25.16","1897"
"Shadow Golduck","Confusion","Synchronoise","12.451","261.3","26.65","2450"
"Ho-Oh","Hidden Power (Fighting)","Sacred Fire","12.45","512.5","31.54","3863"
"Ho-Oh","Hidden Power (Water)","Sacred Fire","12.45","512.5","31.54","3863"
"Ho-Oh","Hidden Power (Grass)","Sacred Fire","12.45","512.5","31.54","3863"
"Ho-Oh","Hidden Power (Poison)","Sacred Fire","12.45","512.5","31.54","3863"
"Ho-Oh","Hidden Power (Electric)","Sacred Fire","12.45","512.5","31.54","3863"
"Ho-Oh","Hidden Power (Ground)","Sacred Fire","12.45","512.5","31.54","3863"
"Ho-Oh","Hidden Power (Psychic)","Sacred Fire","12.45","512.5","31.54","3863"
"Ho-Oh","Hidden Power (Rock)","Sacred Fire","12.45","512.5","31.54","3863"
"Ho-Oh","Hidden Power (Ice)","Sacred Fire","12.45","512.5","31.54","3863"
"Ho-Oh","Hidden Power (Bug)","Sacred Fire","12.45","512.5","31.54","3863"
"Ho-Oh","Hidden Power (Dragon)","Sacred Fire","12.45","512.5","31.54","3863"
"Ho-Oh","Hidden Power (Ghost)","Sacred Fire","12.45","512.5","31.54","3863"
"Ho-Oh","Hidden Power (Dark)","Sacred Fire","12.45","512.5","31.54","3863"
"Ho-Oh","Hidden Power (Steel)","Sacred Fire","12.45","512.5","31.54","3863"
"Porygon-Z","Hidden Power (Fire)","Blizzard","12.45","303.6","27.67","3266"
"Porygon-Z","Hidden Power (Fighting)","Blizzard","12.45","303.6","27.67","3266"
"Porygon-Z","Hidden Power (Water)","Blizzard","12.45","303.6","27.67","3266"
"Porygon-Z","Hidden Power (Flying)","Blizzard","12.45","303.6","27.67","3266"
"Porygon-Z","Hidden Power (Grass)","Blizzard","12.45","303.6","27.67","3266"
"Porygon-Z","Hidden Power (Poison)","Blizzard","12.45","303.6","27.67","3266"
"Porygon-Z","Hidden Power (Electric)","Blizzard","12.45","303.6","27.67","3266"
"Porygon-Z","Hidden Power (Ground)","Blizzard","12.45","303.6","27.67","3266"
"Porygon-Z","Hidden Power (Psychic)","Blizzard","12.45","303.6","27.67","3266"
"Porygon-Z","Hidden Power (Rock)","Blizzard","12.45","303.6","27.67","3266"
"Porygon-Z","Hidden Power (Ice)","Blizzard","12.45","303.6","27.67","3266"
"Porygon-Z","Hidden Power (Bug)","Blizzard","12.45","303.6","27.67","3266"
"Porygon-Z","Hidden Power (Dragon)","Blizzard","12.45","303.6","27.67","3266"
"Porygon-Z","Hidden Power (Ghost)","Blizzard","12.45","303.6","27.67","3266"
"Porygon-Z","Hidden Power (Dark)","Blizzard","12.45","303.6","27.67","3266"
"Porygon-Z","Hidden Power (Steel)","Blizzard","12.45","303.6","27.67","3266"
"Shadow Snorlax","Lick","Superpower","12.45","457","30.65","3225"
"Shadow Suicune","Extrasensory","Hydro Pump","12.45","432","30.22","2983"
"Swellow","Steel Wing","Sky Attack","12.45","204.2","25.05","1920"
"Arboliva","Razor Leaf","Energy Ball","12.449","354.3","28.75","2959"
"Haunter","Shadow Claw","Ice Punch","12.449","150.7","23.22","1963"
"Magnezone","Spark","Flash Cannon","12.448","355.4","28.77","3205"
"Crobat","Air Slash","Sludge Bomb","12.447","355.1","28.77","2646"
"Galarian Zapdos","Counter","Ancient Power","12.446","391.1","29.47","3548"
"Druddigon","Bite","Dragon Claw","12.445","317.9","27.98","2732"
"Cramorant","Water Gun","Fly","12.442","287.4","27.28","2142"
"Shadow Alolan Sandslash","Metal Claw","Gyro Ball","12.442","296.2","27.48","2432"
"Shadow Ampharos","Charge Beam","Dragon Pulse","12.442","293.9","27.43","2852"
"Shadow Magnemite","Spark","Magnet Bomb","12.442","105.7","21.24","1362"
"Beheeyem","Confusion","Rock Slide","12.437","301.1","27.59","2753"
"Lilligant","Charm","Solar Beam","12.437","274.4","26.95","2550"
"Fraxure","Iron Tail","Dragon Claw","12.436","214.4","25.34","2234"
"Necrozma","Metal Claw","Dark Pulse","12.436","424.1","30.05","3682"
"Shadow Hippowdon","Sand Attack","Body Slam","12.436","376.3","29.17","3085"
"Shadow Manectric","Charge Beam","Flame Burst","12.436","191","24.62","2340"
"Shadow Sudowoodo","Counter","Rock Slide","12.436","256.9","26.51","2148"
"Typhlosion","Shadow Claw","Fire Blast","12.436","326.1","28.14","2889"
"Arcanine","Bite","Return","12.435","346.8","28.58","3029"
"Aerodactyl","Rock Throw","Iron Head","12.433","307.8","27.73","2783"
"Camerupt","Incinerate","Earth Power","12.433","243.6","26.16","2193"
"Calyrex - Shadow Rider","Take Down","Energy Ball","12.431","396.7","29.55","4540"
"Delphox","Scratch","Fire Blast","12.431","344.9","28.53","3059"
"Kadabra","Confusion","Psybeam","12.43","153.7","23.31","2059"
"Overqwil","Poison Jab","Ice Beam","12.43","341.7","28.46","2946"
"Pyroar","Fire Fang","Dark Pulse","12.43","304.2","27.65","2767"
"Starmie","Water Gun","Hydro Pump","12.43","291.8","27.36","2584"
"Mega Abomasnow","Leafage","Icy Wind","12.429","394.5","29.5","3405"
"Wyrdeer","Confusion","Stomp","12.429","338.1","28.39","2732"
"Gourgeist - Super Size","Hex","Shadow Ball","12.428","395","29.51","2633"
"Golisopod","Shadow Claw","Liquidation","12.427","407.4","29.73","3162"
"Simisear","Fire Spin","Fire Blast","12.427","250.2","26.32","2350"
"Crabominable","Rock Smash","Brick Break","12.426","308.7","27.74","2907"
"Scyther","Steel Wing","X-Scissor","12.425","298.3","27.5","2706"
"Arcanine","Bite","Fire Blast","12.424","346.4","28.55","3029"
"Mega Steelix","Thunder Fang","Heavy Slam","12.424","578","32.45","3670"
"Bisharp","Snarl","X-Scissor","12.423","293.1","27.38","2844"
"Mega Glalie","Frost Breath","Gyro Ball","12.422","323.4","28.06","3229"
"Shadow Amoonguss","Feint Attack","Sludge Bomb","12.422","292.1","27.35","2140"
